object_id,view_angle,box_img_ratio,CD,max. CD,HD,Dice,IoGT,IoP,IoU,SSIM,MS-SSIM,FSIM,GMSD,ZNCC,IoGT-BB
24230,45_30,0.045724868774414,0.031005,0.172616,0.087547,0.823333,0.914815,0.748485,0.699717,0.8498423599072862,0.7784059047698975,0.6862061023712158,0.1984965950250625,0.9216326939391254,
24230,255_30,0.0320034027099609,0.038199,0.171603,0.105476,0.788462,0.82,0.759259,0.650794,0.8119495568852493,0.7503800392150879,0.6431065201759338,0.2147904336452484,0.885487423266002,
24230,75_30,0.0494098663330078,0.030394,0.151382,0.079761,0.803101,0.905594,0.721448,0.670984,0.841071917474437,0.7494237422943115,0.6695950627326965,0.2094540745019912,0.874559430612144,
24230,15_30,0.0199813842773437,0.011588,0.093295,0.029542,0.965404,0.966997,0.963816,0.933121,0.8901973232187494,0.889245331287384,0.7994627952575684,0.1629454642534256,0.977283295020109,
24230,-45_30,0.0416851043701171,0.06375,0.31369,0.202688,0.729002,0.744337,0.714286,0.573566,0.7862737027038774,0.6996100544929504,0.6226568222045898,0.2327388972043991,0.8594079058481316,
24230,165_30,0.0218524932861328,0.015388,0.095586,0.040795,0.948247,0.959459,0.937294,0.901587,0.8683843644985938,0.8639576435089111,0.7668735384941101,0.170811653137207,0.9509599267290448,
24230,105_30,0.051727294921875,0.035472,0.180085,0.09162,0.64939,0.739583,0.578804,0.480813,0.7878504885707127,0.6767047047615051,0.6263635754585266,0.2625304758548736,0.7768195726811212,
24230,135_30,0.0538711547851562,0.033478,0.122898,0.09115,0.770732,0.855596,0.701183,0.626984,0.8203451067432138,0.7363021373748779,0.6662815809249878,0.207516148686409,0.8698454967912488,
24230,195_30,0.0349197387695312,0.014117,0.112191,0.040361,0.945092,0.949833,0.940397,0.895899,0.8570765992934117,0.8389795422554016,0.7524479627609253,0.1739142686128616,0.9545593639906368,
24230,225_30,0.0435333251953125,0.034413,0.123263,0.0942,0.731634,0.779553,0.689266,0.576832,0.7998308573513829,0.7431495785713196,0.6560152769088745,0.2167085260152816,0.87525720448683,
24230,-15_30,0.0362920761108398,0.015147,0.104503,0.042505,0.949593,0.966887,0.932907,0.904025,0.8954765804945467,0.8915359973907471,0.8072941899299622,0.1555549949407577,0.9775417263342828,
24230,285_30,0.031808853149414,0.043208,0.211033,0.112387,0.651446,0.750877,0.575269,0.48307,0.766055371492491,0.689349353313446,0.6254269480705261,0.2316611260175705,0.843456063496675,
24338,-15_30,0.1257381439208984,0.086254,0.315762,0.219357,0.744659,0.932484,0.619814,0.593193,0.529986979927422,0.4281724691390991,0.6060275435447693,0.2674273252487182,0.4910042007588979,
24338,195_30,0.1147499084472656,0.062728,0.214633,0.126874,0.712644,0.951754,0.569554,0.553571,0.5903592796705205,0.4655500948429107,0.6191436052322388,0.2677917778491974,0.5709370690263406,
24338,225_30,0.1864528656005859,0.076532,0.329186,0.216235,0.898684,0.97017,0.83701,0.81601,0.7421887434613467,0.590714693069458,0.6313276886940002,0.248587429523468,0.8196074393891002,
24338,135_30,0.0253658294677734,0.032551,0.23156,0.124007,0.855721,0.812416,0.903904,0.747826,0.6133270969435181,0.404184490442276,0.6100594401359558,0.2693638205528259,0.5078454492421624,
24338,105_30,0.0006179809570312,0.064442,0.349975,0.175929,0.815249,0.797704,0.833583,0.688119,0.564572330106357,0.4259769916534424,0.6362608671188354,0.2527421414852142,0.4451959607300533,
24338,255_30,0.2194728851318359,0.052152,0.194319,0.129606,0.754889,0.803051,0.712177,0.606283,0.723052740491937,0.5274946689605713,0.6409739851951599,0.2493243813514709,0.7188494265262854,
24338,285_30,0.2222623825073242,0.082104,0.295216,0.20015,0.805574,0.939628,0.704994,0.674444,0.7456754416202666,0.5535746216773987,0.6468735337257385,0.2528342306613922,0.7602899497834421,
24338,-45_30,0.2073965072631836,0.030951,0.177833,0.073771,0.911206,0.950192,0.875294,0.836895,0.7198417431761649,0.568936824798584,0.6338075995445251,0.2516658008098602,0.785479865821202,
24338,15_30,0.0971517562866211,0.022908,0.178776,0.055294,0.942877,0.944828,0.940934,0.891927,0.8167597027058865,0.7359851002693176,0.6721186637878418,0.2244632095098495,0.9015295017618662,
24338,165_30,0.0891323089599609,0.022757,0.172879,0.081002,0.904795,0.889344,0.920792,0.826142,0.7579025575652141,0.6118869185447693,0.6177440881729126,0.2550559043884277,0.7977723140775068,
24338,75_30,0.0,0.077273,0.348876,0.220537,0.780967,0.740688,0.825879,0.640644,0.55775570695137,0.4460078179836273,0.6318511962890625,0.2546057403087616,0.4468903247628565,
24338,45_30,0.0446891784667968,0.065715,0.290378,0.187325,0.848111,0.787966,0.918197,0.736278,0.6388870793868808,0.4793196618556976,0.6144930124282837,0.2705790102481842,0.5790878085591518,
24648,105_30,0.0190324783325195,0.078471,0.417306,0.209702,0.560458,0.736052,0.452507,0.38933,0.5633106600597487,0.4554008543491363,0.5755804181098938,0.285996526479721,0.4711354135931064,
24648,15_30,0.288177490234375,0.048483,0.40721,0.151263,0.821577,0.940618,0.729282,0.697183,0.6914265033080459,0.5507275462150574,0.5848444104194641,0.2833754122257232,0.7586016812818386,
24648,-45_30,0.3796319961547851,0.036526,0.324719,0.11543,0.890476,0.905569,0.875878,0.802575,0.7805218453182615,0.7372420430183411,0.6610450744628906,0.2617376148700714,0.8886949941415986,
24648,255_30,0.2236385345458984,0.062273,0.414272,0.169868,0.855219,0.894366,0.819355,0.747059,0.8146424466986234,0.7639684081077576,0.6781212687492371,0.2397888451814651,0.9032632876051032,
24648,225_30,0.3882179260253906,0.036172,0.335818,0.114114,0.897862,0.913043,0.883178,0.814655,0.7969415283963837,0.761838436126709,0.7129607796669006,0.2441098392009735,0.9103786080459332,
24648,165_30,0.288177490234375,0.016901,0.13043,0.040108,0.826411,0.904429,0.760784,0.704174,0.695389720184589,0.550247311592102,0.5925570130348206,0.290327787399292,0.7604871292430121,
24648,45_30,0.1927528381347656,0.063165,0.403566,0.171108,0.691293,0.803681,0.606481,0.528226,0.4241716687179989,0.2967621684074402,0.5571988821029663,0.2937158644199371,0.366399822408245,
24648,-15_30,0.3020401000976562,0.012485,0.131573,0.029405,0.912669,0.932161,0.893976,0.839367,0.7164197404671375,0.5959370136260986,0.6031214594841003,0.2833221852779388,0.8179013251183268,
24648,195_30,0.3124237060546875,0.013556,0.132195,0.030424,0.899522,0.947103,0.856492,0.817391,0.7198144921989806,0.5980471968650818,0.617732584476471,0.279428094625473,0.8219024975483024,
24648,285_30,0.2011728286743164,0.060402,0.481422,0.182522,0.866593,0.924706,0.815353,0.764591,0.8142862110292921,0.7558398842811584,0.658244252204895,0.2453650385141372,0.8862738922753712,
24648,135_30,0.192718505859375,0.029472,0.186504,0.07124,0.698324,0.868056,0.584112,0.536481,0.508854746837715,0.3423504531383514,0.5601800680160522,0.2892847061157226,0.4815790743197517,
24648,75_30,0.0196847915649414,0.076628,0.436166,0.205772,0.556596,0.738149,0.446721,0.385613,0.5090902057256064,0.429640382528305,0.5727187395095825,0.2964276969432831,0.345620015002672,
27452,45_30,0.1904067993164062,0.016588,0.075317,0.038541,0.933726,0.981424,0.890449,0.875691,0.859275495455181,0.8075434565544128,0.7116795778274536,0.1955170035362243,0.9339460966637336,
27452,165_30,0.1530475616455078,0.010754,0.057757,0.023451,0.923977,0.934911,0.913295,0.858696,0.8764949190968484,0.8441848754882812,0.7557282447814941,0.1885870844125747,0.9441218885293586,
27452,255_30,0.0785331726074218,0.039452,0.274628,0.142966,0.767347,0.83432,0.710327,0.622517,0.850267701812942,0.7894458770751953,0.6993599534034729,0.2044040709733963,0.8916103693123737,
27452,75_30,0.1746368408203125,0.082663,0.370659,0.191859,0.316306,0.483483,0.235036,0.187865,0.3702468538940813,0.3555531203746795,0.5771287083625793,0.266883373260498,0.2486475370143577,
27452,-45_30,0.1207103729248046,0.036299,0.24602,0.118397,0.825826,0.961538,0.723684,0.703325,0.8514700856740146,0.8054836392402649,0.7441359162330627,0.1960288435220718,0.9325539033601375,
27452,225_30,0.1683082580566406,0.021115,0.093909,0.056125,0.797784,0.83237,0.765957,0.663594,0.8236192049422597,0.7435981631278992,0.7075570821762085,0.2138844281435012,0.8841126333380313,
27452,135_30,0.1889724731445312,0.016792,0.086483,0.039265,0.806697,0.898305,0.732044,0.67602,0.8355202785177633,0.7521347403526306,0.6974951028823853,0.2036565691232681,0.8933556792536491,
27452,285_30,0.0782032012939453,0.039477,0.292231,0.132331,0.733045,0.781538,0.690217,0.578588,0.8309771895856833,0.7524849772453308,0.6795970797538757,0.2101193368434906,0.8655936662389928,
27452,195_30,0.1540546417236328,0.012257,0.076432,0.031162,0.889632,0.93007,0.852564,0.801205,0.8454841189858096,0.7557036876678467,0.6832707524299622,0.2172316312789917,0.9115854138083316,
27452,-15_30,0.1441612243652343,0.013294,0.063922,0.032305,0.904992,0.942953,0.869969,0.826471,0.8441944767906138,0.7636144161224365,0.6888461112976074,0.2206482291221618,0.9058797006350484,
27452,15_30,0.1513738632202148,0.011656,0.066963,0.028137,0.917031,0.910405,0.923754,0.846774,0.8723518277368445,0.8367668986320496,0.7407100200653076,0.1919773817062378,0.9366284460069568,
27452,105_30,0.1857185363769531,0.096445,0.35486,0.216707,0.298332,0.448378,0.223529,0.175317,0.3870985494949433,0.3520441949367523,0.5759493112564087,0.2734851837158203,0.313302010055997,
