object_id,view_angle,box_img_ratio,CD,max. CD,HD,Dice,IoGT,IoP,IoU,SSIM,MS-SSIM,FSIM,GMSD,ZNCC,IoGT-BB
29924,165_30,0.141819953918457,0.007877,0.050698,0.01984,0.906122,0.991071,0.834586,0.828358,0.9403411605328484,0.9229280352592468,0.7824011445045471,0.1362264901399612,0.9644706059427955,
29924,285_30,0.1129932403564453,0.00834,0.045487,0.021224,0.865306,0.981481,0.773723,0.76259,0.9533274506724416,0.943805694580078,0.7956465482711792,0.1195441558957099,0.9744347075123858,
29924,255_30,0.1126794815063476,0.008479,0.048476,0.023527,0.890756,0.990654,0.80916,0.80303,0.9478608888967556,0.9297993779182434,0.7542537450790405,0.1336479932069778,0.967708609381982,
29924,195_30,0.150949478149414,0.045099,0.237499,0.129179,0.896552,0.89313,0.9,0.8125,0.939493905793692,0.9137754440307616,0.7474337816238403,0.145300030708313,0.960058467672728,
29924,-45_30,0.1594991683959961,0.007698,0.057286,0.020208,0.91954,0.991736,0.857143,0.851064,0.936087025019989,0.9169222712516784,0.7707244157791138,0.1392458081245422,0.9626610767699232,
29924,45_30,0.1861953735351562,0.045238,0.254919,0.155624,0.853659,0.972222,0.76087,0.744681,0.9166901676954684,0.872560441493988,0.7135314345359802,0.164462611079216,0.9379477306200624,
29924,105_30,0.1550140380859375,0.009055,0.052735,0.020874,0.938596,1.0,0.884298,0.884298,0.9293821070631813,0.9049513936042786,0.7467918395996094,0.1485317200422287,0.9534722543084286,
29924,-15_30,0.150125503540039,0.042057,0.227755,0.127819,0.816794,0.990741,0.694805,0.690323,0.9284595498839244,0.897783100605011,0.7156582474708557,0.155588299036026,0.9541387309941074,
29924,15_30,0.1415271759033203,0.00688,0.048544,0.01627,0.981818,1.0,0.964286,0.964286,0.9419962239646044,0.9282183647155762,0.7918084263801575,0.1305480599403381,0.9669433889178296,
29924,225_30,0.1602029800415039,0.008569,0.050799,0.021607,0.887029,0.990654,0.80303,0.796992,0.9406899404406256,0.908037006855011,0.7370144128799438,0.1455653607845306,0.956529747091272,
29924,135_30,0.1859159469604492,0.009333,0.052944,0.025415,0.943231,1.0,0.892562,0.892562,0.9165813348403242,0.867565929889679,0.7006065845489502,0.1681476235389709,0.9342988216368876,
29924,75_30,0.1544380187988281,0.047298,0.266421,0.162046,0.879668,0.981481,0.796992,0.785185,0.9255763919581732,0.90365332365036,0.7631928324699402,0.1472737342119217,0.9547834033452614,
30812,165_30,0.0029525756835937,0.080996,0.317565,0.190919,0.625668,0.663516,0.591906,0.455253,0.8066518206677036,0.7659651637077332,0.7695780396461487,0.1877909153699875,0.7139009073206041,
30812,135_30,0.0,0.081515,0.374874,0.223263,0.618014,0.903846,0.46953,0.447193,0.7565246321524473,0.7124435305595398,0.7539787292480469,0.2010962516069412,0.7090977592064306,
30812,195_30,0.0174694061279296,0.077277,0.309038,0.156169,0.821662,0.849421,0.79566,0.697306,0.8212447785983249,0.7769023776054382,0.7637611031532288,0.1988908946514129,0.8668373299035768,
30812,15_30,0.1378631591796875,0.049731,0.226251,0.124175,0.625712,0.964844,0.46298,0.4553,0.7575240821298991,0.689487874507904,0.7018126845359802,0.2084197551012039,0.7142494356106571,
30812,-45_30,0.1657123565673828,0.070669,0.328038,0.174386,0.834114,0.874263,0.797491,0.715434,0.7844200203932972,0.6695850491523743,0.7261231541633606,0.2288030833005905,0.7260629542955309,
30812,225_30,0.0204277038574218,0.080642,0.264948,0.18153,0.687692,0.89759,0.557357,0.524033,0.8377530234881964,0.7674524784088135,0.7760225534439087,0.2097491770982742,0.8391386935115884,
30812,-15_30,0.1272306442260742,0.074204,0.283157,0.189682,0.589053,0.645714,0.541534,0.417488,0.7153660106075427,0.6590970158576965,0.6893830299377441,0.2240004539489746,0.7111406658449478,
30812,285_30,0.1203174591064453,0.020567,0.136461,0.055583,0.790698,0.841905,0.745363,0.653846,0.7988196473799077,0.7196078896522522,0.7417314648628235,0.2225392907857895,0.7452558876339672,
30812,45_30,0.1279497146606445,0.082574,0.306164,0.190559,0.5822,0.934524,0.422801,0.410636,0.737112143806075,0.6432591676712036,0.7062823176383972,0.2176450043916702,0.6597539197162794,
30812,255_30,0.079376220703125,0.07423,0.238883,0.152994,0.360836,0.322835,0.408978,0.220134,0.7433299574869279,0.6393833160400391,0.6878410577774048,0.2460501044988632,0.5857968128206877,
30812,105_30,0.0531768798828125,0.078299,0.251872,0.178018,0.645971,0.931429,0.494439,0.477073,0.7386611317416955,0.7171828150749207,0.7169399261474609,0.2062426954507827,0.8810728685813909,
30812,75_30,0.0905628204345703,0.07741,0.240071,0.16773,0.632509,0.713147,0.568254,0.462532,0.8321541898397548,0.7962856888771057,0.7541753649711609,0.1702221035957336,0.9382706188826192,
30905,255_30,0.0503730773925781,0.008173,0.068519,0.017746,0.934169,0.925466,0.943038,0.876471,0.9172326722517192,0.9132421016693116,0.7600870132446289,0.1623620688915252,0.9648697189622844,
30905,-45_30,0.0634222030639648,0.013612,0.065618,0.030673,0.9375,0.924171,0.95122,0.882353,0.9057093708043747,0.88077712059021,0.7153548002243042,0.1833186745643615,0.9436339782778852,
30905,195_30,0.0962123870849609,0.080897,0.389956,0.258147,0.897143,0.98125,0.826316,0.813472,0.9056660923062372,0.8663460612297058,0.7086762189865112,0.1917211413383484,0.9339198101925892,
30905,285_30,0.0404748916625976,0.018083,0.071089,0.039943,0.737113,0.674528,0.8125,0.583673,0.931359747985294,0.9328923225402832,0.8073679804801941,0.1457517743110656,0.9712760741642574,
30905,-15_30,0.0833072662353515,0.087825,0.261843,0.241015,0.871935,0.969697,0.792079,0.772947,0.9157011911434396,0.8808149695396423,0.7407033443450928,0.1765463650226593,0.9521514734369092,
30905,165_30,0.0985221862792968,0.086908,0.234004,0.219244,0.872222,0.975155,0.788945,0.773399,0.9167959871207614,0.8901858925819397,0.7333096861839294,0.1785971820354461,0.953098919229962,
30905,45_30,0.041966438293457,0.079794,0.388185,0.268285,0.89375,0.966216,0.831395,0.80791,0.8832949035698163,0.8765905499458313,0.694274365901947,0.179139494895935,0.9412979671556244,
30905,105_30,0.0201387405395507,0.117895,0.467249,0.321178,0.778068,0.876471,0.699531,0.636752,0.8600669386236897,0.8674059510231018,0.7376475930213928,0.1604155898094177,0.945470276988384,
30905,15_30,0.0967426300048828,0.089654,0.252991,0.237884,0.883853,0.981132,0.804124,0.791878,0.9275461669890992,0.906994879245758,0.7755368947982788,0.164589062333107,0.9623713553707068,
30905,75_30,0.0205631256103515,0.11683,0.465694,0.314463,0.779661,0.878981,0.700508,0.638889,0.8719748498006646,0.8881370425224304,0.7609200477600098,0.1566662490367889,0.9529164605234486,
30905,225_30,0.0778875350952148,0.011338,0.05303,0.022884,0.910663,0.981366,0.849462,0.835979,0.9055106513654346,0.8847293853759766,0.7264700531959534,0.1821364611387252,0.9454405726736989,
30905,135_30,0.0412960052490234,0.083778,0.251205,0.226962,0.731183,0.894737,0.618182,0.576271,0.8842347982593164,0.8889581561088562,0.7361654043197632,0.1709000617265701,0.9471335612936084,
36284,75_30,0.0350151062011718,0.006772,0.037135,0.019141,0.944444,0.944444,0.944444,0.894737,0.9865406589884984,0.9808500409126282,0.8777332901954651,0.0760257169604301,0.9919552002776788,
36284,285_30,0.0088415145874023,0.006937,0.032283,0.018176,0.96,0.972973,0.947368,0.923077,0.9857242394051136,0.9781723618507384,0.8705017566680908,0.0824419260025024,0.9902193058089808,
36284,15_30,0.0396251678466796,0.00565,0.032035,0.017467,0.944444,0.944444,0.944444,0.894737,0.9581192981385548,0.9452593326568604,0.7763933539390564,0.1240144819021225,0.9748609402483814,
36284,225_30,0.0179643630981445,0.007007,0.038362,0.020715,0.888889,0.888889,0.888889,0.8,0.9625270433284306,0.9425660967826844,0.775763213634491,0.1224966868758201,0.9733911021718232,
36284,195_30,0.0239801406860351,0.01667,0.091273,0.05715,0.886076,0.972222,0.813953,0.795455,0.9510780292755596,0.9328801035881042,0.752819299697876,0.1351422369480133,0.9683270929953672,
36284,255_30,0.0089626312255859,0.006713,0.037851,0.016793,0.90411,0.891892,0.916667,0.825,0.9839393510874016,0.973688304424286,0.8559337854385376,0.0883120223879814,0.9880078161049116,
36284,-15_30,0.0247402191162109,0.008401,0.035694,0.020767,0.944444,0.971429,0.918919,0.894737,0.9592013829194612,0.9491655826568604,0.778700053691864,0.122045561671257,0.976476099901923,
36284,105_30,0.0354022979736328,0.006018,0.03697,0.018089,0.942857,0.942857,0.942857,0.891892,0.98536124642063,0.9797775149345398,0.8767082095146179,0.0765489041805267,0.9913535237059536,
36284,165_30,0.0385322570800781,0.006492,0.03552,0.018153,0.931507,0.918919,0.944444,0.871795,0.9571241159186464,0.9493033289909364,0.7866009473800659,0.1187179088592529,0.9784585315611533,
36284,45_30,0.0546875,0.007058,0.037844,0.019533,0.916667,0.916667,0.916667,0.846154,0.9644404106548802,0.9502780437469482,0.7877435088157654,0.1161734983325004,0.9785279383893004,
36284,135_30,0.0533523559570312,0.00713,0.043297,0.019018,1.0,1.0,1.0,1.0,0.9457424099221206,0.9152548313140868,0.7203624248504639,0.1507722735404968,0.9592202564396104,
36284,-45_30,0.0181179046630859,0.006907,0.037881,0.020285,0.901408,0.888889,0.914286,0.820513,0.9674470668143594,0.9497044682502748,0.7898960709571838,0.1165190190076828,0.9769714040828542,
