object_id,view_angle,box_img_ratio,CD,max. CD,HD,Dice,IoGT,IoP,IoU,SSIM,MS-SSIM,FSIM,GMSD,ZNCC,IoGT-BB
29924,165_30,0.141819953918457,0.021391,0.119225,0.067812,0.640927,0.680328,0.605839,0.471591,0.875163306758539,0.7954401969909668,0.6351121068000793,0.2175851464271545,0.8700395352250557,0.9375
29924,285_30,0.1129932403564453,0.012962,0.064755,0.033114,0.749004,0.862385,0.661972,0.598726,0.9302368112740368,0.8960633277893066,0.7170092463493347,0.1511762887239456,0.9501733339078774,1.0
29924,255_30,0.1126794815063476,0.033292,0.185129,0.112802,0.566038,0.6,0.535714,0.394737,0.8716461191581015,0.7702312469482422,0.5771628022193909,0.2280182093381881,0.8363048491102412,1.0
29924,195_30,0.150949478149414,0.017139,0.081622,0.054071,0.693141,0.780488,0.623377,0.530387,0.8914832334335782,0.8299136161804199,0.692795991897583,0.1926699131727218,0.8958614518105338,0.9375
29924,-45_30,0.1594991683959961,0.010393,0.048877,0.029177,0.882353,0.918367,0.849057,0.789474,0.9256587688607436,0.8884232044219971,0.7205256223678589,0.1661878824234008,0.9436996511353796,1.0
29924,45_30,0.1861953735351562,0.025574,0.097929,0.077342,0.578397,0.664,0.512346,0.406863,0.8509460900248229,0.780602216720581,0.6680263876914978,0.2098445445299148,0.8560814782756462,0.9375
29924,105_30,0.1550140380859375,0.025211,0.093298,0.072145,0.624113,0.698413,0.564103,0.453608,0.8361995215474806,0.7483943104743958,0.6100777387619019,0.2318412810564041,0.8295046950000121,0.875
29924,-15_30,0.150125503540039,0.017546,0.078152,0.056535,0.683099,0.795082,0.598765,0.518717,0.890933548603877,0.8346545696258545,0.688045084476471,0.1892376393079757,0.8996210458630165,0.9375
29924,15_30,0.1415271759033203,0.020977,0.114988,0.064198,0.656934,0.737705,0.592105,0.48913,0.869467944774143,0.7918376326560974,0.6329279541969299,0.2154329568147659,0.8673201946798321,0.9375
29924,225_30,0.1602029800415039,0.011804,0.051988,0.031678,0.897959,0.967033,0.838095,0.814815,0.9196090794256682,0.8709016442298889,0.676094651222229,0.1784704774618148,0.927321339748092,1.0
29924,135_30,0.1859159469604492,0.023022,0.088609,0.067091,0.631579,0.671642,0.596026,0.461538,0.8535562410877985,0.7803414463996887,0.6640287637710571,0.2126403748989105,0.8579164386024952,0.9375
29924,75_30,0.1544380187988281,0.018385,0.068052,0.047216,0.771331,0.843284,0.710692,0.627778,0.8576522886848855,0.7868504524230957,0.6528756022453308,0.213403046131134,0.8700148329764027,0.875
30812,165_30,0.0029525756835937,0.027441,0.27022,0.032306,0.788785,0.802281,0.775735,0.651235,0.820760196751054,0.7587674260139465,0.7519792318344116,0.2068205177783966,0.7325294080980089,0.0138888889923691
30812,135_30,0.0,0.026653,0.270782,0.031066,0.796992,0.80303,0.791045,0.6625,0.7676640808579539,0.7055776715278625,0.7538861632347107,0.2115672975778579,0.7114714558045312,0.0
30812,195_30,0.0174694061279296,0.026738,0.270453,0.03092,0.794007,0.807619,0.780847,0.658385,0.8117062576802199,0.7370471358299255,0.7291811108589172,0.2210033535957336,0.7419466631598245,0.0416666679084301
30812,15_30,0.1378631591796875,0.025441,0.215747,0.075107,0.647619,0.83871,0.527446,0.478873,0.8434931455376055,0.819031298160553,0.7763977646827698,0.1872672140598297,0.9159799202393714,0.75
30812,-45_30,0.1657123565673828,0.009449,0.123182,0.02998,0.933063,0.944559,0.921844,0.874525,0.9053077770617765,0.8674777150154114,0.8427897095680237,0.150967001914978,0.927351889160415,0.5
30812,225_30,0.0204277038574218,0.026857,0.27041,0.031405,0.794752,0.804554,0.785185,0.659409,0.7777317249545322,0.6808669567108154,0.7465386986732483,0.238292247056961,0.67742522062506,0.0833333358168602
30812,-15_30,0.1272306442260742,0.030345,0.26613,0.062726,0.738404,0.769826,0.709447,0.585294,0.7214304576759527,0.6601643562316895,0.6527659296989441,0.2398658096790313,0.8015573384886797,0.0
30812,285_30,0.1203174591064453,0.027557,0.275624,0.058437,0.766234,0.783681,0.749546,0.621053,0.8076169475408593,0.7391068339347839,0.7370196580886841,0.2193503826856613,0.7538328902214929,0.2083333283662796
30812,45_30,0.1279497146606445,0.017515,0.222117,0.047318,0.83213,0.868173,0.79896,0.712519,0.8425969581396235,0.8379327654838562,0.7870530486106873,0.1831865161657333,0.9490105044695448,1.0
30812,255_30,0.079376220703125,0.025605,0.213563,0.03309,0.781631,0.800384,0.763736,0.641538,0.7827537539093613,0.6959848999977112,0.7294715046882629,0.2316436916589737,0.7050855707086325,0.0833333358168602
30812,105_30,0.0531768798828125,0.027287,0.270862,0.033194,0.784834,0.787072,0.782609,0.645866,0.6882545698398645,0.6295214295387268,0.6800836324691772,0.2308419197797775,0.6910582459725244,0.020833333954215
30812,75_30,0.0905628204345703,0.008805,0.105563,0.022049,0.928786,0.939148,0.918651,0.867041,0.8714054965550145,0.9004694819450378,0.8741683959960938,0.127945676445961,0.9630820872128696,0.5555555820465088
30905,255_30,0.0503730773925781,0.008061,0.095478,0.023246,0.936288,0.982558,0.89418,0.880208,0.9388994143414106,0.9449185729026794,0.8467813730239868,0.133044347167015,0.974827537370268,0.6076388955116272
30905,-45_30,0.0634222030639648,0.006506,0.066202,0.016519,0.936047,0.94152,0.930636,0.879781,0.9279795812559732,0.9238206744194032,0.8219219446182251,0.150909811258316,0.966232136594564,0.6944444179534912
30905,195_30,0.0962123870849609,0.009259,0.091588,0.02348,0.869806,0.918129,0.826316,0.769608,0.9306657962572956,0.9111239314079284,0.799766480922699,0.1612806171178817,0.964711714809994,1.0
30905,285_30,0.0404748916625976,0.020953,0.143047,0.053058,0.77037,0.981132,0.634146,0.626506,0.9191075856164358,0.8993861675262451,0.7908828258514404,0.1551381647586822,0.9412584266809866,0.6076388955116272
30905,-15_30,0.0833072662353515,0.01548,0.080373,0.040239,0.796748,0.859649,0.742424,0.662162,0.907682193615686,0.8646173477172852,0.7505645751953125,0.1838055700063705,0.9270548575092912,0.8333333134651184
30905,165_30,0.0985221862792968,0.009585,0.09827,0.031775,0.882682,0.923977,0.84492,0.79,0.938986399859588,0.9207394123077391,0.81544029712677,0.1505306363105774,0.9691808041766128,0.5555555820465088
30905,45_30,0.041966438293457,0.076717,0.2694,0.189305,0.354767,0.368664,0.34188,0.215633,0.7810032780392537,0.7297573685646057,0.6671382784843445,0.2690049707889557,0.7625668853009229,0.875
30905,105_30,0.0201387405395507,0.009444,0.185926,0.025375,0.925466,0.881657,0.973856,0.861272,0.8834755735011487,0.9162150025367736,0.8586356043815613,0.1246195137500763,0.9703708662996784,0.0833333358168602
30905,15_30,0.0967426300048828,0.008137,0.07751,0.027132,0.915254,0.95858,0.875676,0.84375,0.9433625164929412,0.9286971688270568,0.8204209208488464,0.1455978900194168,0.9694638425635445,0.6944444179534912
30905,75_30,0.0205631256103515,0.009696,0.182439,0.025434,0.9125,0.874251,0.954248,0.83908,0.8908086862016336,0.9211835861206056,0.8608012795448303,0.1241472661495208,0.9679990328840378,0.0833333358168602
30905,225_30,0.0778875350952148,0.006424,0.074072,0.018063,0.949555,0.952381,0.946746,0.903955,0.9330653671488732,0.9257628321647644,0.8286087512969971,0.1470943242311477,0.9670423628476896,0.6076388955116272
30905,135_30,0.0412960052490234,0.009358,0.183601,0.022635,0.91358,0.860465,0.973684,0.840909,0.9054087536679069,0.9311795234680176,0.8567912578582764,0.1281836926937103,0.9725671099625456,0.2083333283662796
36284,75_30,0.0350151062011718,0.033996,0.181466,0.114371,0.596154,0.775,0.484375,0.424658,0.7938178831473733,0.7434402108192444,0.6275222897529602,0.2768643200397491,0.7676180760455118,0.75
36284,285_30,0.0088415145874023,0.024674,0.162282,0.089738,0.652632,0.794872,0.553571,0.484375,0.9587189917369324,0.9272058606147766,0.757940411567688,0.1480668783187866,0.9590425514117992,0.125
36284,15_30,0.0396251678466796,0.028161,0.17687,0.102745,0.571429,0.756757,0.459016,0.4,0.8693185091776688,0.8070693612098694,0.6289680600166321,0.2267610430717468,0.8606899583676808,0.75
36284,225_30,0.0179643630981445,0.021669,0.162471,0.089554,0.785714,0.868421,0.717391,0.647059,0.919461997143811,0.8641945719718933,0.6617173552513123,0.1962857097387313,0.9140862453773758,0.375
36284,195_30,0.0239801406860351,0.022955,0.162229,0.086661,0.767442,0.846154,0.702128,0.622642,0.8787573676586179,0.8167670369148254,0.6344994902610779,0.2232942283153534,0.8728233176997882,0.5625
36284,255_30,0.0089626312255859,0.023847,0.16921,0.090206,0.666667,0.820513,0.561404,0.5,0.9605483055022273,0.928656280040741,0.7500314116477966,0.146692544221878,0.961399160134609,0.1875
36284,-15_30,0.0247402191162109,0.023346,0.168284,0.080493,0.652174,0.789474,0.555556,0.483871,0.8797502866564654,0.8165157437324524,0.6312903165817261,0.2246268093585968,0.8710013905067873,0.5625
36284,105_30,0.0354022979736328,0.023627,0.155194,0.090992,0.619048,0.684211,0.565217,0.448276,0.9585356778825016,0.9267094731330872,0.7541704177856445,0.1466957032680511,0.9601588220361982,0.75
36284,165_30,0.0385322570800781,0.026302,0.172488,0.096227,0.689655,0.810811,0.6,0.526316,0.865710271063489,0.8054618835449219,0.6231698393821716,0.2298432737588882,0.8584072223850617,0.75
36284,45_30,0.0546875,0.032883,0.179502,0.113834,0.54902,0.717949,0.444444,0.378378,0.894808216106302,0.8389534950256348,0.6630688905715942,0.2104094475507736,0.8917411056689429,1.0
36284,135_30,0.0533523559570312,0.031994,0.17993,0.110503,0.536082,0.742857,0.419355,0.366197,0.8923382458216649,0.8350334167480469,0.6521552205085754,0.2170908004045486,0.8863088086534957,1.0
36284,-45_30,0.0181179046630859,0.025926,0.170434,0.091734,0.612245,0.789474,0.5,0.441176,0.8964119480168363,0.8374622464179993,0.6421752572059631,0.2150096297264099,0.8916850824460693,0.5625
