object_id,view_angle,box_img_ratio,CD,max. CD,HD,Dice,IoGT,IoP,IoU,SSIM,MS-SSIM,FSIM,GMSD,ZNCC,IoGT-BB
29924,-45_30,0.1594991683959961,0.009956,0.049076,0.027423,0.929577,0.970588,0.891892,0.868421,0.925907821770214,0.8860724568367004,0.7140106558799744,0.1637541502714157,0.941467403722658,
30812,-45_30,0.1657123565673828,0.06012,0.286822,0.168304,0.762869,0.846442,0.694316,0.616644,0.8031195970063367,0.7040862441062927,0.7329557538032532,0.2129796594381332,0.7727039971416952,
30905,-45_30,0.0634222030639648,0.088952,0.264835,0.227838,0.78534,0.920245,0.684932,0.646552,0.8820633297292814,0.8224997520446777,0.6682625412940979,0.203436017036438,0.9136468733818214,
36284,-45_30,0.0181179046630859,0.024249,0.163746,0.07975,0.772727,0.918919,0.666667,0.62963,0.966625643038365,0.9499198794364928,0.773085355758667,0.1195994615554809,0.9774244400281724,
29924,-15_30,0.1594991683959961,0.009956,0.049076,0.027423,0.929577,0.970588,0.891892,0.868421,0.936472492204622,0.9064947962760924,0.718699038028717,0.1514592468738556,0.9532816545917095,
30812,-15_30,0.1657123565673828,0.06012,0.286822,0.168304,0.762869,0.846442,0.694316,0.616644,0.8082167780287719,0.7242419123649597,0.7442630529403687,0.2129309177398681,0.7398959312502312,
30905,-15_30,0.0634222030639648,0.088952,0.264835,0.227838,0.78534,0.920245,0.684932,0.646552,0.8969974007485482,0.8693353533744812,0.7098873257637024,0.1852544546127319,0.9297119583680326,
36284,-15_30,0.0181179046630859,0.024249,0.163746,0.07975,0.772727,0.918919,0.666667,0.62963,0.986608226634054,0.9794427752494812,0.8710841536521912,0.0791720822453498,0.9910451667103474,
29924,15_30,0.1594991683959961,0.009956,0.049076,0.027423,0.929577,0.970588,0.891892,0.868421,0.939180847394898,0.9107598662376404,0.7212183475494385,0.1508385241031646,0.9545965321100566,
30812,15_30,0.1657123565673828,0.06012,0.286822,0.168304,0.762869,0.846442,0.694316,0.616644,0.8009625621053151,0.701007068157196,0.7388084530830383,0.2184640765190124,0.7349930525429949,
30905,15_30,0.0634222030639648,0.088952,0.264835,0.227838,0.78534,0.920245,0.684932,0.646552,0.8961744594978016,0.8685056567192078,0.7110059261322021,0.183897390961647,0.9315070105558084,
